Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2wVDWtLKXunswWecARNILj,"SOLO","SOLO","JENNIE",2018-11-12,169566,69,false,br4reja3tf0gpjr6ai9r6z1b6,2022-11-15T05:43:54Z,"k-pop","YG Entertainment, distributed through Interscope Records",0.751,0.642,3,-5.165,0,0.087,0.0861,0,0.0953,0.388,95.045,4
spotify:track:0fZRNhPJ4AGmwY7rkpdbqK,"ON","MAP OF THE SOUL : 7","BTS",2020-02-21,246380,72,false,br4reja3tf0gpjr6ai9r6z1b6,2022-11-22T22:21:38Z,"k-pop","BIGHIT MUSIC",0.583,0.817,9,-5.146,0,0.099,0.118,0,0.338,0.437,105.935,4
spotify:track:1XnpzbOGptRwfJhZgLbmSr,"Pretty Savage","THE ALBUM","BLACKPINK",2020-10-02,201122,71,false,br4reja3tf0gpjr6ai9r6z1b6,2022-12-27T07:04:29Z,"k-pop","YG Entertainment/Interscope Records",0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045,4
spotify:track:5wxYxygyHpbgv0EXZuqb9V,"on the street (with J. Cole)","on the street (with J. Cole)","j-hope;J. Cole",2023-03-03,214701,62,true,br4reja3tf0gpjr6ai9r6z1b6,2023-03-19T23:01:25Z,"k-pop,k-rap,rap","BIGHIT MUSIC",0.681,0.821,11,-5.12,0,0.131,0.532,0.00111,0.0921,0.813,94.074,4
spotify:track:2sZEjTi51vnlwpmIAKdwgX,"Somebody","Expectation - The 2nd Mini Album","D.O.",2023-09-18,158733,56,false,br4reja3tf0gpjr6ai9r6z1b6,2023-10-02T05:50:04Z,"k-ballad,k-pop","SM Entertainment",0.789,0.567,1,-5.656,1,0.0428,0.0584,0,0.0524,0.695,89.024,4
